,ratings,review
375,4,Please update camera features !So much brightness when taking a selfie  2nd things bettry quickly drain3rd things changing speed low like 33W4th things please improve camera features pleaseREAD MORE
376,4,Best productREAD MORE
377,4,OkREAD MORE
378,4,Good productREAD MORE
379,4,"All ok,but battery drain fastly.that is the only problem.READ MORE"
380,4,Loking for supper🥰 low cost best mobile best fuachersREAD MORE
381,4,Ph new versation update phote parpamance super 3month used.. Next review  realme p2pro superREAD MORE
382,4,"After two days my review is overall mobile is good but heating issue is there may be resolved after software upgrade, AI in this price is very good, looking at the price it's good pick so far.READ MORE"
383,4,GoodREAD MORE
384,4,You also buy this phone 🤳. Nice product realme.best phone in this price.My opinion is you can buy thisREAD MORE
385,4,Camera not good but phone function and speed is very goodREAD MORE
386,4,NiceREAD MORE
387,4,Ok bast product for priceREAD MORE
388,4,Good phone for regular applicationREAD MORE
389,4,Phone is good according to PriceREAD MORE
390,4,"Good display good sound, and vibrationREAD MORE"
391,4,The camera is really good as well as performance but the only bad thing this phone has is its battery I know its 5200mah and 80W charger but the battery drains too damn quickly without any gamingREAD MORE
392,4,Good productREAD MORE
393,4,Camera is impressive 4.5/5Display is awesome 5/5Battery is good 4/5Overall value for money 💰 4.5/5READ MORE
394,4,product verry good quality good serviceREAD MORE
395,4,Nice productREAD MORE
396,4,For performance 5 out of 5But camera is averageREAD MORE
397,4,Go for it.READ MORE
398,4,GoodREAD MORE
399,4,"Good camera, stylish looks, good perfomance ,Fast charging, More than enough space. 256 gb, And 12 gb ram, phone is Very Fast.READ MORE"
