Sno,ratings,review
346,5,goodREAD MORE
347,3,Good luckREAD MORE
348,5,Performance greatREAD MORE
349,4,GoREAD MORE
350,4,Camera is great Performing is greatI love this phoneREAD MORE
351,5,Excellent phoneREAD MORE
352,5,My favourite mobileREAD MORE
353,5,One of the best apple productsREAD MORE
354,5,OverallREAD MORE
355,5,As apple providesREAD MORE
356,1,"After one year of usage the phone screen went green, and job sheet generated for the phone says no physical damages presentREAD MORE"
357,5,Amazing device over all performes better than other devicREAD MORE
358,5,SupperREAD MORE
359,5,AmazingREAD MORE
360,5,Loved with the product very nice device in 2024 alsoREAD MORE
361,5,"I m loving it, Great product and money worthREAD MORE"
362,5,Nice oneREAD MORE
363,5,All goodREAD MORE
364,5,Amazin user interfaceREAD MORE
365,5,Switched to apple and no regretsREAD MORE
366,5,GoodREAD MORE
367,5,Awesome phoREAD MORE
368,5,Awesome haiREAD MORE
369,5,Camera quality is very goodREAD MORE
370,5,This the best iphone version from 12 till 15..READ MORE
371,5,First iPhone.amazinhREAD MORE
372,5,Amazing 😻READ MORE
373,4,"Excellent phone, only battery backup low.READ MORE"
374,4,Awesome phoneREAD MORE
375,5,Nice product ￼READ MORE
376,1,"I got the product, but its not working. Trying to power on, its still no response. Charged in more tha hrs. Still same issuesREAD MORE"
377,5,Amazing love u iPhone13READ MORE
378,1,Got green line after software update just after warranty period. I checked forum there is a lot of people with same issue.Apple Service says pay 24000 to 28000 to change Display for issue Caused by their Software update 17.6.1 which is said as critical security fix update. Lol they send critical Security fix and Updating causes green screen and replace screen every time they send updates ? Go for a quality android device one plus and other brands gives screen replacement.READ MORE
379,1,Stopped working after a year.READ MORE
380,5,Very niceREAD MORE
381,5,Amazing as usual iphone👌😍 Camara awesome battery is OK okREAD MORE
382,4,GoodREAD MORE
383,5,camera NiceREAD MORE
384,3,GoodREAD MORE
385,5,GreatREAD MORE
386,5,LovelyREAD MORE
387,5,Everything thing is ok except battery backup. It can be improvedREAD MORE
388,5,Nice productREAD MORE
389,5,Good midnight I love this device.READ MORE
390,5,Looking like a wowREAD MORE
391,5,I love it osm camera just like wowREAD MORE
392,5,Superb phone👍👍READ MORE
393,5,ExcellentREAD MORE
394,5,Thanks FlipkartREAD MORE
395,4,It my first time very good productREAD MORE
396,3,Best prodouctREAD MORE
397,5,Nice ok raushan kumar raj Morning King   IFCREAD MORE
398,5,goodREAD MORE
399,5,GoodREAD MORE
400,5,Amazing performanceREAD MORE
401,5,I am so happy my husband gifted to meREAD MORE
402,2,Found some issues1. intermittent incoming and outgoing voice is not working2. I am Unable to talk during speaker on 3. Space is fully and no option is available for update4. Maximum time screen auto lock.user irritatedREAD MORE
403,5,Very niceREAD MORE
404,5,My first iphone ever. Midnight color is awesome. Performance is amazing. Overall i really liked the device.READ MORE
405,2,Camera quality poorREAD MORE
406,5,Wonderful mobile.. Loving a lotCamera: Best in the marketBattery: Last more than 1 day for normal usersREAD MORE
407,1,iPhone 13 bed iPhone quality 😒READ MORE
408,1,Too much signal issue arising /Signal IC problem or Repaired model sentHeating problem observed only Best in camera remaining all not satisfied 👎🏼READ MORE
409,1,Very costly iphone 13. Not value for money.READ MORE
410,1,"worst decision to buy from flipkart , they give away those products which have some issues with it. Within 1 year my iphone 13's display was fully stropped working and no one even from apple support helped me with that.READ MORE"
411,1,"Don't buy iPhone from Flipkart. They sell defective products which has already undergone some minor repair work, a kind of refurbished. iphone to which I have purchased from Flipkart doesn't even last for 2 year, many issues like battery heat, less touch responsive, occasional not working of wifi and Bluetooth like this many issues have started.READ MORE"
412,1,Not good phone es hitREAD MORE
413,1,BadREAD MORE
414,1,Worths smartphone ever bought camera got degrade in just 1 monthREAD MORE
415,1,Health Reduce 4 percent in just one MonthREAD MORE
416,1,GoodREAD MORE
417,1,Mobile was not on after new update recived on 25 Jan 2024. Now mobile not in warranty so apple will not replace with new one. So my total money waste because of apple new update. Do not by this mobile.READ MORE
418,1,Heating Problem after  1 Month Use.READ MORE
419,1,very badREAD MORE
420,1,After use of I phone 13 from previous 7 month My review Low quality phone I have ever seen camera average and battery quality very poor in 7 month 92% health remaining. Required Charge two time in a day. Finally I realised I phone is a show off phone quality not maintain.READ MORE
421,1,SuperREAD MORE
422,1,Product is good but EMI transaction not given after bill generate  flipkart  is not good for purching  any productREAD MORE
423,1,My Iphone's motherboard got damaged just within 1 year 8 months. this is so disappointing. Never going to buy an IphoneREAD MORE
424,1,Don't buy in flip kartREAD MORE
425,1,Bettry quality veer poor 3 month Bettry percentage down I hate this productREAD MORE
426,1,Worst experience by FlipkartREAD MORE
427,1,Bad product from a trillion dollar companyREAD MORE
428,1,Very. Bad experienceREAD MORE
429,1,Phone is heating from side after using 2 mntsREAD MORE
430,1,After 7 month use battery is going to die. I have to charge 3 times in the dayREAD MORE
431,1,I bought this iPhone 13 before big billion day and phone charging drained completely after that its not switching on even if I charged for more than 10 times. It's a big disappointment.READ MORE
432,1,Veer veer badREAD MORE
433,1,Phone is having heating issueREAD MORE
434,1,iphone 13 overheating VERY BADREAD MORE
435,1,Automatically restart Every few minutes. Worst Product ever.READ MORE
436,1,My i phone after 12 days this screen not working auto back to home and hanging issue or ..camera not working 😭 very bad product don't buyREAD MORE
437,1,Phone is good but the packing is worstREAD MORE
438,1,Not badREAD MORE
439,1,"Taking money for the brand. Not having basic features like shortcut dailing, prediction of contact number, histry capacity of dailing is low battery capacity etcREAD MORE"
440,1,After 3-4 days its feels like burden because its not that good like Android..  in this price range u can buy better AndroidREAD MORE
441,1,The product is goodBut customer service is very very bad it took 2week to deliver  no response for seller also with the customer serviceREAD MORE
442,1,"Worst experience of using a phone. Battery drains too quickly, phone heats up extremely and also the phone hangs while using many apps. Restarting the phone and again is also irritating. Never recommend it to anymore go for one plusREAD MORE"
443,1,Please improve battery healthREAD MORE
444,1,Worest phone please buy Android don't buy iPhone's it's a wastage of moneyREAD MORE
445,1,Battery 🔋 damageREAD MORE
446,1,Third classREAD MORE
447,1,Third classREAD MORE
448,1,Screen blinks sometime.READ MORE
449,1,"Worst experience, failed in comparison of android as no active TrueCaller for calls, call limit history to 100 calls, onpy 5 gb data storage, no charger, senseless its better to buy other brands at this rangeREAD MORE"
450,1,Showing alot of heating effect on chargingREAD MORE
451,1,"Not worthy, worst touch response, not user friendly at allREAD MORE"
452,1,Useless product from apple. Touch not working properly after ios 16 update. Had to hard press while typingREAD MORE
453,1,Price is very high according to features and design.READ MORE
454,1,Very very poor QualityREAD MORE
455,1,"The delivery boy is very rude he was not picking up the phone and not delivered the item as per the schedule I have to went the ekart office and taken my parcel,this was not expecting from Flipkart.READ MORE"
456,1,"Phone heating too much , it has some problem and not performing well due to heating issueREAD MORE"
457,1,Paint is chips the battery drain faster then normalREAD MORE
458,1,Only Camera is Good. Battery IssuesChanging issues Heating issues Display issues Performance issues The issues are created after an year.Overall Bad experience.READ MORE
459,1,Bad battery packREAD MORE
460,1,Access heating issue in iPhone 13READ MORE
461,1,Battery very poorREAD MORE
462,1,Overheat when goes to outside even in winter'sPerformance is goodCamera is goodBattery performance is not so goodREAD MORE
463,1,with in a month the touch got stoppedREAD MORE
464,1,First iPhone. Good camera and performance than some of the flagship android phones but WORST battery performance. Not a heavy user but the battery health has dropped to 93% within 1 year. That is seriously awful!READ MORE
465,1,"supplied bad product ,getting hot every timeREAD MORE"
466,1,Battery Health Decreasing to 90% within a yearPhone is Shutting down Anonymously any timePhone Screen get Hang Any timeREAD MORE
467,1,Product is good i giving 1star because of flipkart bad servicesREAD MORE
468,1,I think 🤔 in chaina phoneREAD MORE
469,1,Camera have problem of dots creating in pictureREAD MORE
470,1,Mobile gets heated Battery back up not goodREAD MORE
471,1,Severe Heating issue...battery draining very fast on very nominal use. Worst phoneREAD MORE
472,1,"Worst mobile at this price. Heating issue, hangs after few minutes of gameplay. Not user friendly.READ MORE"
473,1,if you forgot your password accidentally then I have to be erased no one can restore unless it is backed up on icloud which is very expensivealso there is no call recording available which is very important these days.Android is bestREAD MORE
474,1,I don't like this phone. Apple iphone performance has decreased drastically. Low battery backup video recording on 4k resolution is badREAD MORE
475,1,Worst exchange service by Flipkart.Request everyone purchase phone directly otherwise use exchange service of other platform.Ok minor scratches on back panel they deducted 1350rs.I got only 1500 for a 4G Handset.READ MORE
476,1,My usb cable not workingREAD MORE
477,1,Mic is not working properlyREAD MORE
478,1,Heating problem and sometimes hanging problem are the main issuesREAD MORE
479,1,"Unable to transfer photos, contactsREAD MORE"
480,1,Terrible product Device overheated and unable to onREAD MORE
481,1,back glass start cracking automaticalyREAD MORE
482,1,Really bad battery backup seems suspicious!READ MORE
483,1,"Battery is draining very fast and hanging during gaming , only one thing is good which is camera 😔😔😔😔😔😔READ MORE"
484,1,Battery Performance is too poor. Within 6 months Battery Percentage goes to 90%. And it Hangs too. Sometimes I am not able to receive calls due to hanging problems.READ MORE
485,1,Heating and lag issue  and graphic frame dropped problem when you using game andREAD MORE
486,1,product is awsomeREAD MORE
487,1,PoorREAD MORE
488,1,Pls dnt buy any premium mobile in online u can't change anythingREAD MORE
489,1,Just okay to useREAD MORE
490,1,Too much heatingREAD MORE
491,1,heating issueREAD MORE
492,1,facing display issueREAD MORE
493,1,Iphone is good but the delivery 😡😡😡🤬🤬🤬🤬😡😡 is not good it take more then 10 days please Flipkart improve your delivery 🙏🙏🙏READ MORE
494,1,Camera is not goodREAD MORE
495,1,Too  much costlyREAD MORE
496,1,Something bad with all the products from FlipkartREAD MORE
497,1,Only Camera is Good. Battery IssuesChanging issues Heating issues Display issues Performance issues The issues are created after an year.Overall Bad experience.READ MORE
498,1,I got a crappy product and then the invoice is also not getting downloaded. It shows that it is corrupted. On top of that the executive doesn't hv anything to support me and when I asked to change my email id they say I need to send my pan card on an email for the same. What kind of nonsense show are u guys running. The phone has gone bad in just 3 months not getting started only.READ MORE
499,1,Battery performance very poor 1 day 2 time chargesREAD MORE
500,1,Wrost phone ever... Isse achha Nokia 3310 leloREAD MORE
501,1,Very slow deviceREAD MORE
502,5,"Awesome battery backup amazing camera, a all day batter backup  improved and brilliant IOs 16.1 oled display dolby speakers and lot more, just close your eyes and go for it. One of the best handy smartphones ever and in great discount given by flipkart in big billion days 🔥READ MORE"
503,1,Battery performance is very poorREAD MORE
504,1,After 1 month the phone is deadREAD MORE
505,1,Facing lots of problems really very very disappointed. Touch is not working. If video uploading option will be there than I can saw you the full video how it was working. I want to return this productREAD MORE
506,1,After 1 month battery health fall to 98%READ MORE
507,1,Battery problems I use iPhone but this phone very Dall batteryREAD MORE
508,5,Just an absolute beast. Got it for 50k in sale. Shifting from android to ios took a litkle time but the experience is amazing. The most loved part is camera and performance. Not playing games overall experience is good so far.READ MORE
509,5,"It is an impressive piece of technology that has truly raised the bar for smartphones. One of the standout features of the iPhone 13 is its stunning display, which offers crisp, clear visuals that make everything from streaming movies to scrolling through social media a joy.The performance of the iPhone 13 is also top-notch, with the latest A15 Bionic chip powering the device to lightning-fast speeds. The battery life on the iPhone 13 is also excellent, with the device able to last all day ...READ MORE"
510,1,Camera quality very poorREAD MORE
511,1,Phone was dead within 20 days span after I bought it in the sale. Hardware issues inside the mobile. Service centre people were changing the entire mother board. Don't purchase any electronic items from Flipkart sale. The myth is true.READ MORE
512,5,Amazing Love the camera 📸READ MORE
513,1,Battery is draining issueREAD MORE
514,1,Front camera very poorREAD MORE
515,1,Very badBattery is poorREAD MORE
516,1,Poor performanceREAD MORE
517,1,Receiving speaker hardware issue found in 7 days..READ MORE
518,1,"Camera stopped working from 3rd day , not acceptable by Apple and Flipkart , you cannot sale such products in the name of offering discountsREAD MORE"
519,5,"Nice product and smooth mobile, Camera quality very nice, plz buy this PhoneREAD MORE"
520,1,Worste experience i had. Signal reception problem and touch issuesREAD MORE
521,1,Nice camera and performance but battery draining very fast after ios 16 update.READ MORE
522,5,Best in class brand is always brand but price variation in always got change at so many times some offers get mind blowing.READ MORE
523,1,my iphone 13 just got dead at 85% battery... just within 12hours of unboxing.... i havent even have any data and sim ... just used hardly for 2-3hours....READ MORE
524,1,Recieved new iphone 13 with deep scratch on left side.Worst purchase on Big Billion Day and Bad support by Flipkart as no replacement provided for this only return policy. Very bad experience and feeling cheated for my purchase.READ MORE
525,1,The phone turned off after 2 hrs of use and is unfunctional piece of junk nowREAD MORE
526,5,This one is fabulous at every point.READ MORE
527,5,Phone is awesome for a first time iOS user but the battery backup is not as per expectation.READ MORE
528,5,It's  just mind-blowing  I have switched from Android to iOS it feels fantastic. The  alluring effect and  the fascinated color it's top notch. I was hesitating to buy online but one can completely rely on. Special thanks to ekart and flipkart to deliver only in 2days delivery is quick  and trustworthy.READ MORE
529,4,Apple as always at its best. However the battery isn't that great as the apple claims. I m a little moderate user. Have to charge the device twice a dayREAD MORE
530,2,Not satisfied with the cameraREAD MORE
531,2,The 13 series model has the green screen issues after software updates. Won't recommend as the after service is too bad.READ MORE
532,2,Product is good.I like its camera function and much more function.Only one problem body color removed in only three month.READ MORE
533,2,Poor product for such a phone. Is that sold in offer is such problematic? Display keeps hanging...not happy at all...READ MORE
534,2,"Getting hang while browsing , and charging too .READ MORE"
535,3,"Though i am using Google pixels 6 along with this iphone 13, trust me guys the camera quality of Google pixel is far better even my sister's samsung galaxy s21 camera has more features with great image quality. Iphone is just a hype ans showoff materials. But yes it's performance, ram management, and most importantly privacy & security is appreciating.READ MORE"
536,3,So many thing are missing. If i campare it with my android phone costs around nearly 9k inr my andoid phone is better than this Split window MultitaskingFingerprint App lock 3.5 Mm jack Battery is so poor So many thingREAD MORE
537,3,"Colour is very good .but they should improve battery performance. Display quality is very good .camera  is much better of samsung mobile.earlier i was using samsung ,camera quality of samsung is much better for video purpose iphone is good,very slow charging.otherwise  everything is good.the main problem is battery charging and its performance.READ MORE"
538,5,Awesome camera…. Best premium phone with superb performanceREAD MORE
539,5,"Shifting from Android after 10 yearsCons in iphone or ios:1.Notification centre is a mess , many of notification you leave unread.2.No back gesture3.Camera unable to focus on small textCan't decline call when phone is locked4.Limited file sharing options5.File manager is useless as there is no app-linked folders6.Google apps syncing isn't that smooth , limited options for google drive.Pros in iphone or ios:1.No lag, every thing happens like snap2.Camera is so good3.Easily get fu...READ MORE"
540,3,I m nt happy with camera other wise all department is coolREAD MORE
541,3,Very bad experience with battery backupREAD MORE
542,4,"This device offers excellent features, however, it is not recommended for purchase due to the reduction in camera quality and battery life. Despite these drawbacks, the build quality is robust and superior to the latest iPhone model.READ MORE"
543,5,Awesome camera qualityREAD MORE
544,1,with in a month the touch got stoppedREAD MORE
545,3,Battery performance is not goodREAD MORE
546,4,Camera 9/10Video Recording cinematic 10/10Battery 10/10 superb battery backupOverall Performance 9.2/10READ MORE
547,4,Display superb jest owsome and 49 k purchasedREAD MORE
548,3,Good performanceREAD MORE
549,2,The camera quality is not at all goodREAD MORE
550,3,Phone has small scratches on screen.... while charging phone battery get too hot.READ MORE
551,5,Pros-rear Camera is awesome.double speaker sound equal loud and base is superb display superb. Design also good.Battery back up superb.Cons-front camera is good not awesomeAfter switching from android you feel one minus point is the display notch .READ MORE
552,5,Too goodREAD MORE
553,5,Awesome phone Excellent camera qualityREAD MORE
554,5,Best of bestREAD MORE
555,5,Excellent mobile.. dream purchaseREAD MORE
556,5,"LOOK - Its my first love apple i phone 13, first time purchase this phone but its look awesome in white colour love it.  hand feel too much premium.CAMERA - Mind blowing camera performance font camera and rear cameras take too much awesome qualities pictures . Night mode is supergood low light performance impressed mePERFORMANCE - its bionic a15 chipset faster ,have 60hz refresh rate but its beatable 120hz DISPLAY - uts OLD XDR RETINA display too much good look display i get 10 of 10 for d...READ MORE"
557,5,Just amazingREAD MORE
558,5,Outstanding camera and performanceREAD MORE
559,5,Best phone in recent times I have used in my lifeREAD MORE
560,5,"Camera quality, performance, battery ,everything is up to mark.READ MORE"
561,5,Nice PhoneREAD MORE
562,5,Superb camera.nice performanceREAD MORE
563,5,Goooood. Loved it😍READ MORE
564,5,"Amazing phone with improved performance, good battery backup and stunning camera clearity. If you are looking for a power pack phone then just go for it. :)READ MORE"
565,5,"Amazing beast....As expected , didn't disappoint me,Had to sell hard chunk of kidneys to get it !!;pCamera quality is definitely a super upgradeBattery is super.. easily last throughout the day with heavy usage.Light weight looks stylish what else you need??Starlight color just wow!!!Apple it would have been better if you should  have given an adaptor. Increase 2k price and give it in box!!!Simple ....Edit 1 : After 14 days of usage highly satisfied with battery performance, Last thr...READ MORE"
566,5,Awesome camera..I m love  itREAD MORE
567,5,Nice upgrade!!Design superCamera is decentPerformance superBattery life is greatREAD MORE
568,5,Very good quality photos. Love it❤️READ MORE
569,5,ExcellentREAD MORE
570,5,"Reality is reality. Everything is working smooth, jist go for it without any hesitation. You won't be regret once you buy it.READ MORE"
571,5,Finally Switched from android. In hand feel is super amazing. Photos comes out very good. Stereo Speaker is loud and clear. Screen quality is wow i mean watching experience is super satisfying. And the haptics is also very good .READ MORE
572,5,Camera quality is awesome ❤️ love this phone .READ MORE
573,5,"Shifting from Android after 10 yearsCons in iphone or ios:1.Notification centre is a mess , many of notification you leave unread.2.No back gesture3.Camera unable to focus on small textCan't decline call when phone is locked4.Limited file sharing options5.File manager is useless as there is no app-linked folders6.Google apps syncing isn't that smooth , limited options for google drive.Pros in iphone or ios:1.No lag, every thing happens like snap2.Camera is so good3.Easily get fu...READ MORE"
574,5,very nice product camera quatily is super good i will switch from android to iphone i have very good experience .READ MORE
575,5,Awesome camera clarityREAD MORE
576,5,"It’s a camera and performance beast mobile no doubt, it feels premium in hand. It’s not that much value for money, I’d rather say no person buys apple products for value for money. Overall good product. Other than that it’s iPhone, go for it.READ MORE"
577,5,One of the best worth of money 💸💰READ MORE
578,5,For Cinematographers 💯🪄READ MORE
579,5,BEST EVER EXPERIENCE 😍😍READ MORE
580,5,"My dream phone Iam waiting after 10 years bought these phone. Fully happy phone performance display camera etc awesmome,selfie camera focus to alpple company. Main camera performance awesome,display, Sound quality Dolby atoms,charging also very improved.overall super 🥰READ MORE"
581,5,Awesome camara….best for BGMIREAD MORE
582,5,Camera quality is superbREAD MORE
583,5,Everything is best about it.. One of the best camera lens to capture low light pictures👍READ MORE
584,5,Superb CameraREAD MORE
585,5,Loved it and thanks flipkart i bought it in exact sale and received the product on next day thanks for faster delivery flipkart ❣️READ MORE
586,5,"LOOK - Its my first love apple i phone 13, first time purchase this phone but its look awesome in white colour love it. hand feel too much premium.CAMERA - Mind blowing camera performance font camera and rear cameras take too much awesome qualities picturesNight mode is supergood low light performance impressed mePERFORMANCE - its bionic a15 chipset faster have 60hz refresh rate but its beatable 120hzDISPLAY - uts OLD XDR RETINA display too much good look display i get 10 of 10 for displa...READ MORE"
587,5,Very goodREAD MORE
588,5,Nice productREAD MORE
589,5,This is lit 🔥🔥🔥READ MORE
590,5,Nice experienceREAD MORE
591,5,Camera  is superb 🫡❤️READ MORE
592,5,nice phoneREAD MORE
593,5,Stunning 10/10READ MORE
594,5,"I switch to ios from android after 8yrs As expected, didn't disappoint meAwsome camera 📸 picture quality is amazingAmazing battery health 🔋Face id is owsmI am satisfied to buy iphone 13READ MORE"
595,5,Battery life is good.Display is very good.Performance is great.Stereo sound is good.Camera is fantastic.In hand feel perfect.READ MORE
596,5,Just love it ❤️Camera is good Night mode is killer Performance and display is best Face id is very fast Looks very premium in hand Just go for it without thinking too much !READ MORE
597,5,"First iPhone I’ve bought, and with my own money so all the more sweet! Have being using it from the last couple of months, I’ve been amazed at the usage, design, and inter-operability with Apple devices.READ MORE"
598,5,"ProsOutstanding design - sturdy and water-proofed.Bright OLED screen, HDR10, Dolby Vision.Dependable battery life.Loud stereo speakers, excellent output.Unmatched performance, 5G.Great all-round photo and video quality across all three cameras.ConsMinor upgrade over iPhone 12.No 120Hz refresh rate.The notch is still an eyesore even if smaller.The fast charging can be handled better.iOS (with its limitations) remains a love it or leave it affair.READ MORE"
599,5,Great camera for photos and videography.Overall great performanceREAD MORE
600,5,* Battery last about 1.5days for the normal use* Display best among all* Performance top notch * Camera where the actual beast reveals so satisfying.Video clarity best in the segment.* Over all best Except the price 😜READ MORE
601,5,First time I switched from Android to iOS and the feeling is awesome. It has Good DesignGood CameraGood Battery BackupFabulous PerformanceBatter DisplayEverything in this phone is perfect.   Thank you Flipkart for secure  and fast delivery of a awesome product. 🥰READ MORE
602,5,"Just loved it, Awesome 😍READ MORE"
603,5,Amazing performanceREAD MORE
604,5,"Picture quality is amazing you do not need to think twice about buying this for performance and photos, just go for it. Bionic A 15 is super fast and it has amazing performance, It is specially good for gaming although battery backup is not that good if you are a heavy user,But if you are a light or medium user it will give you battery backup of whole day in one charge.READ MORE"
605,5,Just upgraded from 11 to iPhone 13 ..cinematic mode video awesome camera awesome display awesome Looks A1 battery life is also good.New filter mode in camera addedREAD MORE
606,5,I loved the phone ... Especially  the camera and parformence . Apple has done tremendous work in i phone 13 seriesREAD MORE
607,5,Very Nice Phone Camera AwesomeREAD MORE
608,5,Very good camera quality is great 💓READ MORE
609,5,"Totally worth the price, better battery backup, amazing photos and videos.READ MORE"
610,5,Overall satisfied purchaseREAD MORE
611,5,Awesome camera Amazing battery life Super xdr display is 💕👌🏻Playing games and day to day task are smooth Face ID is superbiOS 15 is really awesome 🤩 thanks to AppleREAD MORE
612,5,"Product as good as expected 😊Nice feature nice cameraVery good in all fields,❤️❤️❤️❤️❤️I phone 13 great productREAD MORE"
613,5,Excellent phoneREAD MORE
614,5,AwesomeGreat experience I shifted android to ios great use easy to learn Best wide angel cameraREAD MORE
615,5,Its nice phone camera and display very niceREAD MORE
616,5,Value for money.READ MORE
617,5,I loved it❤️READ MORE
618,5,My 1st Iphone. Really Awesome....READ MORE
619,5,Camera quality is superb 10/10 Battery 10/10Overall is superb.❤️READ MORE
620,5,Camera quality is awesomeREAD MORE
621,5,Performance very good Display very good Battery good Look very goodREAD MORE
622,5,Perfect till the date.READ MORE
623,5,"Excellent product, photo quality was great and video was excellent, good battery life and if it has more than 60hz refresh rate it would be great and everything else is greatREAD MORE"
624,5,Loved itREAD MORE
625,5,If u have enough money .. surely GO FOR ITAlthogh there is no big difference between 12 and 13 but diagonal cameras make it look different and unique from others Pro level mobile.. these are just simple images taken randomlyREAD MORE
626,5,Just loved this phone.READ MORE
627,5,"Very impressed with this order.. i phone 13 best in class , awsm camera quality, fastest in speed,Very happy with my productREAD MORE"
628,5,nice cameraREAD MORE
629,5,It’s my first ever ios device I kinda loving it total value for money. Best ever budget smart phone and thank you flipkart for delivering it in one  day.READ MORE
630,5,Such an amazing device. Bought 3  for all my family on Flipkart big billian sale. Thanks FlipkartREAD MORE
631,5,"Best Phone to go, Feels smooth and really good camera is really awesome and performance also at it's best.i got a best price totally worth it 👍🏻And delivery speed was Awesome 😎READ MORE"
632,5,Got it in 2 days.so happy with the phone.starlight white is classy n suberb. That premium look is exquisite.Flawless ui... better battery backup.I am satisfied with the purchase.There is no phone like an iPhone :)READ MORE
633,5,Camera quality and performance is extraordinary 🔥🔥READ MORE
634,5,Awesome lookingREAD MORE
635,5,Nice product😍READ MORE
636,5,Best ever smart iPhoneREAD MORE
637,5,This is my first iPhone. Shifted to ios after 5 years of android.Without taking much time Let me share my experiences with this beast.Camera - 10/10Battery - 9/10Display - 10/10Performance - 10/10Design - 10/10READ MORE
638,5,Awesome! Battery life too good when compared to mini seriesREAD MORE
639,5,What a feeling ✨READ MORE
640,5,Simply superb ❤️READ MORE
641,5,Truly a great machine even in 2023. Fabulous camera and a decent battery backup.I shifted from a poco x3 and booyah!! Incredible device but apple must provide charger👍READ MORE
642,5,Awesome powerful phone. Really loved itREAD MORE
643,5,Nice PhoneREAD MORE
644,1,"The screen is going blank, not able to connect with call centre.READ MORE"
645,5,Apart from camera and performance it’s battery is fantastic.READ MORE
646,5,What to say its 💕💕 iphoneREAD MORE
647,5,Good...READ MORE
648,5,Very nice cameraREAD MORE
649,5,Love it cameraREAD MORE
650,5,"It's a new iPhone! It's faster than the last ones I guess, and it should be good for the next 80k miles. The only gripes I might have, probably is not with the phone but the latest incarnation of iOS. I had to go into settings to turn off facial awareness to have a loud ringer, and it seems my screen isn't nearly as sensitive to touch in text areas as my old XR. As I've said though, it's most likely something in the new Operating System yet to be ironed out. Still a nice piece of kit, yet no ...READ MORE"
651,5,If you have the budget go ahead and buy without any other thoughtsREAD MORE
652,5,Good performance and camera 😍😍😍😍READ MORE
653,5,Nice Camera QuilityREAD MORE
654,5,Elegant piece.READ MORE
655,5,It the best and smoothest phone i have used till date People ised to say iphones have less features than android but i am discovering isefull features daily. Camera is brilliant but has the same typical iphone lens flare issueREAD MORE
656,5,I just loved the mobile pics are good battery is good tooREAD MORE
657,5,Always IPhone is bestREAD MORE
658,5,*Awesome Phone*Must buy ...READ MORE
659,5,Beast phone …. Camera is exceptionally bestREAD MORE
660,5,The product is good in terms of camera quality and overall experience.READ MORE
661,5,Awesome 👍😎READ MORE
662,1,Type c to Lightening cable stopped working after 2 daysREAD MORE
663,5,💥Next Level LookingREAD MORE
664,5,"Very impressed with this order.. i phone 13 best in class , awsm camera quality, fastest in speed,Very happy with my productREAD MORE"
665,5,If u have enough money .. surely GO FOR ITAlthogh there is no big difference between 12 and 13 but diagonal cameras make it look different and unique from others Pro level mobile.. these are just simple images taken randomlyREAD MORE
666,5,The most premium feeling I ever had while holding a phone was of this iphone 13.This is my first iPhone apart from having ipad pro but i can guarentee you that it had the most premium in hand experience.The flipkart service was awesome and it got delivered before expected date. Hats off! Overall an excellent experience it was. An iphone is not hyped just for no reason. 👌READ MORE
667,5,Amazing phone I bought it on BBD sale for my wife and everything is perfect in this phone..READ MORE
668,5,I like iPhone 13 because battery backup is best also fast changing ….Camera 👌👌READ MORE
669,5,I phone 13 is one of the best phone ever it's worth it If you thinking to buy this phone go ahead it's best choice for this price rangeREAD MORE
670,5,Superb Phone.... I loved it....READ MORE
671,5,FabulousREAD MORE
672,5,Worth itREAD MORE
673,5,My 1st IPhone…Nothing to say just love itREAD MORE
674,5,Awesome Gadget as expected….But overpriced….Overall Performance is up to the mark. Especially battery battery performance is outstanding. Camera=Average Performance. Overall 5/5 star.READ MORE
675,5,exceptionally great phone. switched from android to ios and my first experience is just fabulous. i recommend this phone if you want to use it for 4-5 years.READ MORE
676,5,Classy Product awesome lookREAD MORE
677,5,As beautiful as pic and as good as it has tooREAD MORE
678,5,Best camera best performanceREAD MORE
679,5,"I ordered this Iphone 13 from flipkart on big billions day.One of the best phone I have ever used.Amazing camera,amazing sound quality,amazing video and screen quality.Good built quality.Overall a good phone.At last Iphone.It is successfully delivered by Ekart logistic.Thanks flipkart for delivering my Iphone.READ MORE"
680,5,Nice product very optimized battery front camera average  very good back cameraREAD MORE
681,5,My first Apple products..no comparison..to other ✨READ MORE
682,5,I am sharing my experience after using 20 days of this phone.Camera quality is great 5/5Video quality is also great 5/5Battery life is Good 5/4Display is awesome.Overall phone is awesome 😍😍. I am also sharing some photos which have been taken from this phone.READ MORE
683,5,"If there is a will to own an iPhone, there is always a way.READ MORE"
684,5,"The camera is superb, while watching movies my honor 9lite perform better in display,but the sound i prefer iphone its crystal clear.. Overall its good but too expensive..READ MORE"
685,5,"It’s a camera and performance beast mobile no doubt, it feels premium in hand. It’s not that much value for money, I’d rather say no person buys apple products for value for money. Overall good product. Other than that it’s iPhone, go for it.READ MORE"
686,5,AwesomeREAD MORE
687,5,OutstandingREAD MORE
688,5,Superb Great performance Good quality photoREAD MORE
689,5,It is worth it Got the deal only at 52019Camera quality is excellentBattery backup is also good enough to use atleast one dayAnd build quality is also superbREAD MORE
690,5,Good better Than AndroidREAD MORE
691,5,For Cinematographers 💯🪄READ MORE
692,5,Using for almost 2 months.. very happy with the product 🤩READ MORE
693,5,Superb camera quality If apple would provide the adapter it would be much better 😁READ MORE
694,5,Satisfying productREAD MORE
